n r1 r2 r3 r4
1838 0.0413136 0.42938 0.424054 0.734343
1839 0.651346 0.124077 0.0780093 0.130948
1840 0.536251 0.880043 0.651569 0.176595
1841 0.355396 0.163568 0.207333 0.881043
1842 0.306118 0.0610155 0.379872 0.696902
1843 0.63814 0.893984 0.413236 0.252022
1844 0.0737835 0.814764 0.0605692 0.240012
1845 0.699439 0.842731 0.644293 0.17188
1846 0.532582 0.723504 0.320635 0.871171
1847 0.900542 0.756451 0.125175 0.680103
1848 0.610012 0.0271648 0.865333 0.240076
1849 0.555194 0.354932 0.0654207 0.319531
1850 0.841057 0.885108 0.604526 0.756506
1851 0.0495999 0.116263 0.0383709 0.663257
1852 0.728084 0.7316 0.78949 0.170983
1853 0.922107 0.343238 0.391603 0.0565892
1854 0.979883 0.475026 0.244205 0.800688
1855 0.580336 0.761017 0.940805 0.294825
1856 0.663067 0.290863 0.446989 0.56276
1857 0.755376 0.896028 0.214685 0.723131
1858 0.56465 0.758396 0.265211 0.273946
1859 0.589519 0.486124 0.659097 0.135497
1860 0.455262 0.091185 0.567684 0.34747
1861 0.425906 0.171992 0.474233 0.865348
1862 0.458077 0.21129 0.736236 0.0648561
1863 0.915308 0.719807 0.14932 0.601001
1864 0.369154 0.417233 0.269798 0.0223031
1865 0.977152 0.0251361 0.274908 0.724807
1866 0.540525 0.395721 0.221271 0.148116
1867 0.448784 0.1481 0.853448 0.365429
1868 0.827979 0.327113 0.129253 0.859532
1869 0.928823 0.629775 0.0944843 0.86833
1870 0.121124 0.834638 0.403631 0.474191
1871 0.36734 0.339851 0.571428 0.0301792
1872 0.113923 0.527367 0.795887 0.913352
1873 0.377474 0.105538 0.632473 0.208502
1874 0.239537 0.886928 0.631854 0.0308413
1875 0.0399622 0.371721 0.098871 0.308527
1876 0.083937 0.247977 0.906537 0.573592
1877 0.143962 0.142367 0.549385 0.664808
1878 0.108338 0.622415 0.137474 0.826515
1879 0.354371 0.453182 0.880377 0.975822
1880 0.151188 0.11736 0.0450014 0.416297
1881 0.717786 0.625516 0.346613 0.715384
1882 0.94602 0.696861 0.674666 0.545627
1883 0.216051 0.55152 0.928478 0.835306
1884 0.782126 0.037371 0.498873 0.101193
1885 0.748294 0.260551 0.636939 0.0894067
1886 0.450632 0.226964 0.331776 0.625703
1887 0.969144 0.0168306 0.258206 0.949558
1888 0.759179 0.0583042 0.563253 0.0660195
1889 0.832774 0.19835 0.0556656 0.850097
1890 0.164032 0.665363 0.264714 0.506407
1891 0.489227 0.207026 0.0872937 0.387567
1892 0.459076 0.253889 0.141337 0.767743
1893 0.351409 0.660106 0.0623766 0.118354
1894 0.976773 0.67563 0.10223 0.800435
1895 0.697957 0.112827 0.0519903 0.737427
1896 0.396788 0.596295 0.391872 0.220642
1897 0.0991169 0.562322 0.883318 0.687013
1898 0.0236081 0.00727785 0.773062 0.136295
1899 0.249596 0.982771 0.688509 0.634654
1900 0.285105 0.831126 0.173497 0.581269
1901 0.464261 0.141814 0.844406 0.775728
1902 0.219627 0.370756 0.504958 0.422947
1903 0.139411 0.948204 0.430096 0.556135
1904 0.859822 0.352425 0.0359533 0.530282
1905 0.904235 0.580712 0.344859 0.176479
1906 0.687011 0.31245 0.745577 0.286335
1907 0.983944 0.648287 0.369727 0.129697
1908 0.72057 0.0776733 0.508166 0.201163
1909 0.467925 0.631457 0.72146 0.0397081
1910 0.322414 0.0896848 0.755261 0.427779
1911 0.723164 0.854992 0.0384265 0.209301
1912 0.437253 0.322789 0.433212 0.405797
1913 0.115042 0.241803 0.253431 0.551071
1914 0.754978 0.545722 0.621682 0.654251
1915 0.494487 0.0981046 0.449215 0.965866
1916 0.17212 0.677126 0.100147 0.906937
1917 0.582339 0.179816 0.557949 0.748826
1918 0.944955 0.984762 0.44637 0.330524
1919 0.428677 0.290222 0.656677 0.24371
1920 0.0674644 0.878479 0.922727 0.487538
1921 0.546692 0.658876 0.626275 0.731839
1922 0.672975 0.0469393 0.453106 0.00319554
1923 0.117619 0.351755 0.0821559 0.432621
1924 0.648939 0.688078 0.414986 0.566968
1925 0.835063 0.962672 0.750511 0.508216
1926 0.169922 0.58333 0.768197 0.946583
1927 0.503967 0.835926 0.854578 0.105557
1928 0.494506 0.765591 0.213699 0.114096
1929 0.431333 0.0702106 0.590986 0.734561
1930 0.137444 0.530944 0.622628 0.380501
1931 0.942666 0.55377 0.416895 0.67196
1932 0.419003 0.544123 0.897719 0.607251
1933 0.0300189 0.280807 0.634259 0.595861
1934 0.409087 0.787732 0.726081 0.109909
1935 0.184355 0.199135 0.648154 0.296706
1936 0.424341 0.105217 0.354191 0.791057
1937 0.886854 0.83909 0.291759 0.0759904
1938 0.502053 0.087581 0.562837 0.336431
1939 0.0306331 0.973681 0.751193 0.334671
1940 0.665325 0.0538543 0.441628 0.980147
1941 0.71625 0.560001 0.889033 0.868847
1942 0.309578 0.875314 0.359544 0.39176
1943 0.411216 0.21188 0.155964 0.530931
1944 0.681097 0.393452 0.699885 0.659747
1945 0.385636 0.453794 0.79564 0.180109
1946 0.183946 0.181693 0.474873 0.142926
1947 0.632954 0.0060178 0.688473 0.236579
1948 0.142208 0.400866 0.856985 0.133137
1949 0.156665 0.351035 0.94565 0.669614
1950 0.660119 0.498418 0.961035 0.819449
1951 0.550731 0.831192 0.255358 0.890172
1952 0.363314 0.501389 0.882833 0.965986
1953 0.223303 0.527604 0.99878 0.784373
1954 0.0699951 0.653125 0.0471825 0.0123593
1955 0.410242 0.170313 0.294074 0.0148
1956 0.831494 0.143752 0.339804 0.977567
1957 0.29679 0.329692 0.392153 0.732199
1958 0.29729 0.684389 0.294683 0.595096
1959 0.112635 0.139103 0.238725 0.980783
1960 0.000198164 0.675122 0.7802 0.528835
1961 0.987472 0.798802 0.532678 0.345967
1962 0.923048 0.71672 0.174266 0.316282
1963 0.651041 0.111097 0.251498 0.783989
1964 0.598815 0.216105 0.940591 0.857399
1965 0.733518 0.296752 0.380061 0.0884941
1966 0.0117711 0.835569 0.815049 0.814371
1967 0.468968 0.342644 0.469743 0.0897818
1968 0.707869 0.535744 0.48302 0.209348
1969 0.0265001 0.13067 0.670436 0.448051
1970 0.788179 0.962322 0.67543 0.804175
1971 0.490576 0.597902 0.0186611 0.792589
1972 0.84984 0.92652 0.0330953 0.517966
1973 0.683859 0.177997 0.0306212 0.974491
1974 0.454593 0.729303 0.88587 0.185254
1975 0.572825 0.773846 0.0396293 0.3411
1976 0.34561 0.0793499 0.264945 0.379319
1977 0.918238 0.511487 0.233007 0.206012
1978 0.39894 0.354774 0.0135337 0.822199
1979 0.129498 0.525259 0.984144 0.0790838
1980 0.186529 0.95859 0.783058 0.0747148
1981 0.953692 0.0242072 0.841056 0.736535
1982 0.0433891 0.517934 0.998816 0.746774
1983 0.677103 0.88974 0.42339 0.851835
1984 0.672118 0.677033 0.550992 0.390038
1985 0.938778 0.054536 0.495446 0.673714
1986 0.583608 0.23392 0.0137418 0.531945
1987 0.0526414 0.912699 0.62344 0.128244
1988 0.0633807 0.370909 0.616962 0.981961
1989 0.906512 0.0111648 0.090816 0.73757
1990 0.868644 0.728807 0.992236 0.58777
1991 0.0532584 0.272358 0.13607 0.888494
1992 0.501755 0.0748867 0.886298 0.0410328
1993 0.531205 0.998098 0.0931595 0.249746
1994 0.671436 0.314605 0.582274 0.129183
1995 0.247768 0.904753 0.655208 0.527381
1996 0.443681 0.597071 0.690783 0.00163663
1997 0.432179 0.439651 0.247826 0.263394
1998 0.599944 0.264264 0.269906 0.565633
1999 0.710048 0.628731 0.389004 0.0232541
