i t0002 t0004 t0008 t0016 t0032 t0064 t0128 t0256 t0512 t1024 tall
1576 0 0 0 0.506122 0.162929 -0.162667 0.0619139 0.138581 -0.148051 0.294214 0.263389
1577 0.0212251 -0.269959 0.00642816 0.492456 0.143032 -0.168684 0.0583224 0.139254 -0.146998 0.294675 0.264008
1578 0 -0.410358 0.0599188 0.472126 0.119915 -0.173934 0.0546092 0.139951 -0.145954 0.295136 0.264633
1579 -0.215249 -0.225356 0.144778 0.44917 0.0940734 -0.17836 0.0507828 0.140673 -0.144918 0.295595 0.265275
1580 0 0 0.218189 0.428001 0.0660799 -0.181912 0.0468514 0.141421 -0.143891 0.296052 0.265924
1581 0.112611 0.143155 0.242553 0.412721 0.0365618 -0.184546 0.0428237 0.142194 -0.142874 0.296508 0.266559
1582 0 0.145662 0.203442 0.406268 0.00618073 -0.186223 0.0387083 0.142993 -0.141865 0.296962 0.267174
1583 -0.119615 0.0326633 0.113174 0.409385 -0.0243862 -0.186911 0.0345143 0.143817 -0.140866 0.297415 0.26778
1584 0 0 0 0.419414 -0.0544652 -0.186586 0.0302504 0.144668 -0.139877 0.297866 0.268402
1585 0.330834 -0.023484 -0.113141 0.431947 -0.0834024 -0.185229 0.0259259 0.145545 -0.138897 0.298316 0.269038
1586 0 -0.116103 -0.203264 0.449277 -0.110579 -0.182832 0.0215498 0.146448 -0.137927 0.298763 0.269673
1587 -0.434344 -0.116656 -0.242159 0.472621 -0.135427 -0.179393 0.0171313 0.147377 -0.136967 0.29921 0.270339
1588 0 0 -0.217617 0.500481 -0.157442 -0.174919 0.0126798 0.148333 -0.136017 0.299654 0.27106
1589 0.160964 0.0456843 -0.144155 0.529782 -0.176191 -0.169426 0.00820439 0.149316 -0.135077 0.300097 0.271795
1590 0 -0.112436 -0.0594056 0.556811 -0.191331 -0.16294 0.00371447 0.150326 -0.134147 0.300538 0.272525
1591 -0.16201 -0.181398 -0.00614652 0.577991 -0.202612 -0.155496 -0.000780709 0.151362 -0.133227 0.300978 0.273264
1592 0 0 -0 0.590445 -0.209885 -0.147139 -0.00527191 0.152425 -0.132319 0.301416 0.274025
1593 0.263876 0.189108 -0.020787 0.592392 -0.213114 -0.137925 -0.00974991 0.153515 -0.13142 0.301852 0.274789
1594 0 0.137264 -0.0894675 0.583349 -0.212376 -0.127921 -0.0142056 0.154632 -0.130533 0.302286 0.275522
1595 0.223332 -0.0234263 -0.185674 0.56414 -0.207869 -0.117203 -0.0186298 0.155776 -0.129656 0.302719 0.276258
1596 0 0 -0.261774 0.536734 -0.199913 -0.10586 -0.0230135 0.156947 -0.128791 0.303149 0.277007
1597 -0.459053 0.125386 -0.279029 0.503878 -0.188953 -0.0939932 -0.027348 0.158145 -0.127936 0.303578 0.277777
1598 0 0.191058 -0.226502 0.46856 -0.175556 -0.081715 -0.0316242 0.159369 -0.127093 0.304005 0.278583
1599 0.382098 0.105227 -0.122706 0.433274 -0.160419 -0.0691499 -0.0358337 0.160621 -0.12626 0.304431 0.279394
1600 0 -0 0 0.399105 -0.144356 -0.0564356 -0.0399679 0.161899 -0.12544 0.304854 0.280197
1601 -0.237637 -0.113429 0.135383 0.366418 -0.127992 -0.0436682 -0.0440183 0.163205 -0.12463 0.305276 0.281006
1602 0 -0.217468 0.29657 0.339539 -0.110913 -0.0307472 -0.0479768 0.164536 -0.123832 0.305695 0.281838
1603 0.136766 -0.149062 0.434267 0.321815 -0.0927243 -0.01755 -0.0518354 0.165895 -0.123046 0.306113 0.282685
1604 0 0 0.487405 0.314373 -0.0733278 -0.00398452 -0.0555861 0.16728 -0.122271 0.306529 0.283527
1605 0.12093 0.187326 0.430978 0.3166 -0.0528602 0.0100129 -0.0592214 0.168691 -0.121509 0.306943 0.284366
1606 0 0.340681 0.291742 0.326587 -0.0316422 0.0244803 -0.0627337 0.170128 -0.120758 0.307355 0.285191
1607 -0.197484 0.223887 0.131792 0.341552 -0.0101284 0.0394324 -0.0661159 0.171592 -0.120019 0.307765 0.286001
1608 0 0 0 0.358231 0.0111369 0.0548631 -0.069361 0.173082 -0.119292 0.308173 0.286822
1609 -0.192393 -0.19393 -0.105284 0.373235 0.0315607 0.0707478 -0.0724622 0.174597 -0.118577 0.308579 0.287645
1610 0 -0.244216 -0.145222 0.383381 0.0505372 0.0870454 -0.075413 0.176138 -0.117875 0.308983 0.288496
1611 0.356907 -0.100847 -0.106362 0.385994 0.0674797 0.103701 -0.0782071 0.177704 -0.117184 0.309385 0.289374
1612 0 0 -0.0155929 0.379179 0.0818483 0.120647 -0.0808387 0.179296 -0.116506 0.309785 0.290236
1613 0.00992057 -0.017281 0.0786815 0.362056 0.0931731 0.137805 -0.0833019 0.180913 -0.115841 0.310182 0.291086
1614 0 -0.136169 0.126401 0.334978 0.101073 0.15509 -0.0855914 0.182554 -0.115188 0.310578 0.291906
1615 -0.325296 -0.14708 0.0967364 0.299709 0.105271 0.172409 -0.087702 0.18422 -0.114547 0.310972 0.292696
1616 0 0 -0 0.259575 0.105604 0.189665 -0.0896289 0.185911 -0.113919 0.311363 0.293482
1617 -0.051303 0.0848992 -0.120951 0.21871 0.102027 0.206755 -0.0913675 0.187625 -0.113303 0.311753 0.294241
1618 0 -0.0640592 -0.260246 0.178777 0.0946207 0.223578 -0.0929137 0.189364 -0.112701 0.31214 0.294974
1619 0.424513 -0.162221 -0.375214 0.140399 0.0835811 0.24003 -0.0942636 0.191126 -0.112111 0.312525 0.295714
1620 0 0 -0.415402 0.103891 0.0692186 0.256008 -0.0954136 0.192911 -0.111533 0.312908 0.296461
1621 -0.0163448 0.255918 -0.362211 0.0692973 0.051944 0.271412 -0.0963604 0.19472 -0.110969 0.313289 0.297234
1622 0 0.365776 -0.241158 0.0364279 0.0322543 0.286146 -0.0971011 0.196551 -0.110417 0.313668 0.298004
1623 -0.396189 0.185585 -0.106755 0.00490744 0.0107118 0.300114 -0.0976332 0.198404 -0.109879 0.314044 0.298742
1624 0 0 0 -0.0257785 -0.0120791 0.313232 -0.0979545 0.20028 -0.109353 0.314418 0.299482
1625 -0.0274949 -0.10729 0.100765 -0.0562302 -0.0355007 0.325416 -0.098063 0.202177 -0.10884 0.31479 0.300209
1626 0 -0.113656 0.208051 -0.0870767 -0.0589545 0.336591 -0.0979572 0.204096 -0.108341 0.31516 0.300939
1627 0.474281 -0.0298963 0.288863 -0.118915 -0.0818987 0.346692 -0.0976361 0.206036 -0.107854 0.315527 0.301671
1628 0 -0 0.308795 -0.152245 -0.103889 0.35566 -0.0970987 0.207996 -0.10738 0.315892 0.302361
1629 -0.0959838 -0.0374904 0.259312 -0.187398 -0.124624 0.363444 -0.0963446 0.209977 -0.10692 0.316255 0.303033
1630 0 -0.103338 0.164674 -0.224468 -0.143995 0.370003 -0.0953737 0.211978 -0.106473 0.316616 0.303689
1631 0.0786358 -0.0872417 0.0685029 -0.263228 -0.162143 0.375307 -0.0941863 0.213999 -0.106039 0.316974 0.304344
1632 0 0 0 -0.303052 -0.179514 0.379333 -0.0927831 0.216039 -0.105618 0.31733 0.304998
1633 -0.362628 0.117139 -0.0684626 -0.343244 -0.196737 0.382072 -0.0911651 0.218098 -0.105211 0.317683 0.305639
1634 0 0.199612 -0.164451 -0.38338 -0.213924 0.38352 -0.0893336 0.220175 -0.104816 0.318034 0.306277
1635 0.385011 0.123798 -0.258819 -0.421208 -0.23087 0.383687 -0.0872903 0.222271 -0.104435 0.318383 0.306898
1636 0 0 -0.308078 -0.453234 -0.247227 0.382591 -0.0850375 0.224384 -0.104068 0.318729 0.307508
1637 -0.373664 -0.0327834 -0.288084 -0.475778 -0.262555 0.380261 -0.0825776 0.226514 -0.103713 0.319073 0.308138
1638 0 0.0934679 -0.207409 -0.485797 -0.276352 0.376735 -0.0799134 0.228661 -0.103372 0.319414 0.308811
1639 0.0977541 0.145602 -0.100413 -0.481478 -0.288094 0.37206 -0.0770482 0.230824 -0.103045 0.319753 0.309486
1640 0 0 0 -0.462598 -0.297266 0.366291 -0.0739855 0.233004 -0.10273 0.32009 0.310151
1641 -0.0204422 -0.252012 0.0856663 -0.430649 -0.303391 0.359492 -0.0707294 0.235199 -0.102429 0.320424 0.310816
1642 0 -0.436122 0.1259 -0.388735 -0.306049 0.351735 -0.0672841 0.237408 -0.102142 0.320755 0.311484
1643 0.0176139 -0.274401 0.107501 -0.341238 -0.304902 0.343098 -0.0636543 0.239633 -0.101867 0.321084 0.312168
1644 0 0 0.0456098 -0.293243 -0.299709 0.333665 -0.0598451 0.241871 -0.101606 0.321411 0.312852
1645 0.165006 0.146786 -0.0265339 -0.249742 -0.290334 0.323525 -0.0558617 0.244124 -0.101359 0.321735 0.31353
1646 0 0.0251857 -0.0708478 -0.2146 -0.276761 0.312772 -0.05171 0.246389 -0.101125 0.322056 0.314188
1647 -0.282126 -0.116386 -0.060665 -0.189288 -0.259091 0.301503 -0.0473961 0.248667 -0.100904 0.322375 0.314853
1648 0 0 0 -0.171385 -0.237548 0.289816 -0.0429263 0.250957 -0.100696 0.322692 0.315555
1649 0.293826 0.258142 0.0629836 -0.153034 -0.212472 0.27781 -0.0383075 0.253259 -0.100502 0.323005 0.316273
1650 0 0.431286 0.0836636 -0.124955 -0.184316 0.265583 -0.0335467 0.255572 -0.100321 0.323317 0.316975
1651 0.0419194 0.262434 0.0549273 -0.0833717 -0.153627 0.253232 -0.0286514 0.257896 -0.100154 0.323625 0.317663
1652 0 0 -0.00434141 -0.0292708 -0.121041 0.24085 -0.0236292 0.26023 -0.0999998 0.323931 0.318348
1653 -0.322734 -0.125197 -0.0626342 0.033275 -0.0872528 0.228523 -0.0184884 0.262574 -0.0998589 0.324234 0.319044
1654 0 0.0106326 -0.0889038 0.0985431 -0.0530035 0.216334 -0.0132371 0.264927 -0.0997313 0.324535 0.319778
1655 0.243652 0.138031 -0.0653634 0.160356 -0.0190465 0.204353 -0.00788421 0.267289 -0.099617 0.324833 0.320516
1656 0 0 0 0.213032 0.0138801 0.192643 -0.00243858 0.269659 -0.0995159 0.325128 0.321226
1657 -0.349766 -0.206824 0.0875333 0.252102 0.045089 0.181251 0.0030905 0.272036 -0.099428 0.325421 0.321919
1658 0 -0.232154 0.211447 0.274772 0.073982 0.170213 0.00869349 0.27442 -0.0993533 0.325711 0.322627
1659 0.453789 -0.0733929 0.334129 0.280155 0.100092 0.159546 0.0143606 0.276812 -0.0992918 0.325998 0.323328
1660 0 0 0.398945 0.269257 0.123131 0.14925 0.0200817 0.279209 -0.0992434 0.326282 0.323972
1661 -0.270017 -0.0428906 0.374081 0.244721 0.143038 0.139301 0.0258465 0.281611 -0.0992082 0.326564 0.324572
1662 0 -0.142294 0.270092 0.210329 0.160034 0.129653 0.0316443 0.284019 -0.099186 0.326843 0.325145
1663 0.304219 -0.128863 0.131151 0.170264 0.17468 0.120236 0.0374645 0.286431 -0.0991769 0.327119 0.325705
1664 -0 0 0 0.128128 0.18794 0.110948 0.0432959 0.288847 -0.0991808 0.327393 0.326252
1665 -0.494705 0.199473 -0.111081 0.0833389 0.201107 0.101669 0.0491293 0.291266 -0.0991977 0.327663 0.326796
1666 0 0.369668 -0.159156 0.0274423 0.215119 0.0923108 0.0549627 0.293688 -0.0992276 0.327931 0.327359
1667 0.00889378 0.246728 -0.128302 -0.0424374 0.230459 0.0828149 0.0607955 0.296112 -0.0992703 0.328196 0.327895
1668 0 -0 -0.0417171 -0.122917 0.247271 0.0731406 0.0666265 0.298538 -0.099326 0.328458 0.328422
1669 0.100843 -0.279488 0.0542452 -0.206957 0.265433 0.0632652 0.0724536 0.300965 -0.0993944 0.328718 0.328945
1670 0 -0.475158 0.108802 -0.286041 0.284609 0.0531815 0.0782741 0.303393 -0.0994757 0.328974 0.329457
1671 -0.0460715 -0.294043 0.0882134 -0.35192 0.304307 0.0428963 0.0840849 0.305821 -0.0995697 0.329228 0.329981
1672 0 0 0 -0.397944 0.323929 0.0324289 0.0898823 0.308248 -0.0996764 0.329479 0.330505
1673 -0.0630232 0.146491 -0.115216 -0.419953 0.342817 0.0218092 0.0956619 0.310674 -0.0997957 0.329727 0.331018
1674 0 2.11566e-05 -0.258059 -0.416748 0.360293 0.0110769 0.101419 0.313099 -0.0999277 0.329972 0.331515
1675 0.390892 -0.146465 -0.384925 -0.390139 0.375694 0.000279338 0.107149 0.315521 -0.100072 0.330214 0.332027
1676 0 0 -0.438909 -0.344557 0.388404 -0.0105295 0.112845 0.317941 -0.100229 0.330453 0.332557
1677 0.107609 0.151914 -0.39423 -0.286248 0.39788 -0.0212903 0.118503 0.320358 -0.100399 0.330689 0.333113
1678 0 0.0175243 -0.271717 -0.222037 0.403677 -0.0319397 0.124115 0.32277 -0.10058 0.330922 0.333651
1679 -0.205369 -0.130761 -0.125375 -0.157664 0.405457 -0.0424112 0.129676 0.325179 -0.100775 0.331153 0.334174
1680 -0 0 0 -0.0956985 0.40301 -0.0526368 0.135179 0.327582 -0.100981 0.33138 0.334701
1681 -0.192039 0.28099 0.118069 -0.0325303 0.396256 -0.0625476 0.140616 0.32998 -0.1012 0.331604 0.335212
1682 0 0.46623 0.231339 0.0390287 0.385248 -0.0720749 0.145982 0.332372 -0.101431 0.331826 0.335713
1683 0.2135 0.281764 0.30477 0.119392 0.370174 -0.081151 0.151267 0.334758 -0.101674 0.332044 0.336173
1684 0 0 0.308884 0.203243 0.351345 -0.0897103 0.156466 0.337136 -0.101929 0.332259 0.336591
1685 0.131633 -0.143407 0.243563 0.282343 0.329187 -0.09769 0.161571 0.339507 -0.102196 0.332472 0.336992
1686 0 -0.0207027 0.141494 0.347831 0.304221 -0.105031 0.166574 0.34187 -0.102474 0.332681 0.337376
1687 -0.381188 0.118418 0.0512474 0.39202 0.277048 -0.111677 0.171468 0.344224 -0.102765 0.332887 0.337734
1688 0 0 0 0.409681 0.248316 -0.117578 0.176245 0.346569 -0.103068 0.333091 0.33807
1689 0.0572654 -0.113407 -0.0509835 0.398829 0.218696 -0.122689 0.180898 0.348904 -0.103382 0.333291 0.338373
1690 0 0.0368387 -0.140035 0.360996 0.188843 -0.126969 0.185419 0.351229 -0.103708 0.333488 0.338658
1691 0.376669 0.157873 -0.240332 0.300998 0.159355 -0.130387 0.189802 0.353543 -0.104045 0.333682 0.338928
1692 0 0 -0.304188 0.226202 0.130731 -0.132914 0.194038 0.355846 -0.104394 0.333873 0.339159
1693 -0.289513 -0.264925 -0.299664 0.145274 0.103322 -0.13453 0.198121 0.358137 -0.104754 0.334061 0.339395
1694 0 -0.381561 -0.227128 0.0664355 0.0772727 -0.135222 0.202044 0.360416 -0.105126 0.334245 0.339666
1695 -0.205381 -0.195631 -0.115759 -0.00479702 0.0524667 -0.134984 0.2058 0.362682 -0.105509 0.334427 0.339961
1696 0 0 0 -0.068376 0.0284603 -0.133816 0.209382 0.364934 -0.105903 0.334605 0.340267
1697 0.171522 0.156733 0.104937 -0.131212 0.00486808 -0.131727 0.212784 0.367173 -0.106308 0.334781 0.340565
1698 0 0.256305 0.16731 -0.198083 -0.0172731 -0.128733 0.216 0.369398 -0.106724 0.334953 0.340838
1699 -0.174579 0.152635 0.167135 -0.267336 -0.0367606 -0.124856 0.219024 0.371608 -0.107151 0.335122 0.341082
1700 0 0 0.111564 -0.333509 -0.0526486 -0.120125 0.22185 0.373803 -0.107589 0.335288 0.341323
1701 0.471103 -0.0435113 0.0309138 -0.389564 -0.0642319 -0.114576 0.224474 0.375982 -0.108038 0.33545 0.341583
1702 0 0.0950873 -0.0326486 -0.428687 -0.0710292 -0.108252 0.226889 0.378144 -0.108497 0.33561 0.341856
1703 -0.472162 0.158285 -0.0437823 -0.445648 -0.0727669 -0.101202 0.229091 0.380291 -0.108967 0.335766 0.342157
1704 0 0 0 -0.437718 -0.0693619 -0.0934793 0.231076 0.38242 -0.109448 0.335919 0.342496
1705 0.0787566 -0.158643 0.0636659 -0.405162 -0.0609045 -0.0851438 0.23284 0.384531 -0.109939 0.336068 0.342853
1706 0 -0.0962404 0.142554 -0.351281 -0.0476409 -0.0762595 0.234379 0.386625 -0.11044 0.336215 0.343243
1707 0.300146 0.0424775 0.212583 -0.282022 -0.0299558 -0.0668942 0.235689 0.3887 -0.110952 0.336358 0.343654
1708 0 0 0.242346 -0.205157 -0.00835389 -0.0571193 0.236768 0.390757 -0.111473 0.336498 0.344038
1709 0.0481063 -0.0428847 0.217631 -0.12901 0.0165577 -0.0470087 0.237613 0.392794 -0.112005 0.336635 0.344412
1710 0 0.0949291 0.149965 -0.0607601 0.0440883 -0.0366382 0.238221 0.394812 -0.112547 0.336769 0.344775
1711 -0.00808073 0.157467 0.0691774 -0.00430218 0.0734824 -0.0260843 0.238591 0.396809 -0.113099 0.336899 0.345114
1712 0 0 -0 0.0423328 0.103938 -0.0154237 0.238722 0.398787 -0.11366 0.337026 0.345423
1713 0.061046 -0.25048 -0.074433 0.0853926 0.134627 -0.00473225 0.238613 0.400743 -0.114231 0.33715 0.345709
1714 0 -0.394441 -0.179014 0.12111 0.164714 0.0059165 0.238262 0.402678 -0.114812 0.33727 0.345972
1715 -0.23667 -0.225623 -0.281991 0.144525 0.193376 0.016452 0.23767 0.404592 -0.115402 0.337387 0.346224
1716 0 0 -0.33589 0.153077 0.219821 0.0268079 0.236837 0.406484 -0.116001 0.337501 0.346468
1717 -0.201353 0.147471 -0.314283 0.146341 0.243312 0.0369236 0.235764 0.408353 -0.11661 0.337611 0.346679
1718 0 0.142782 -0.226415 0.12573 0.263185 0.0467453 0.234451 0.410201 -0.117228 0.337718 0.346868
1719 0.43517 0.0248709 -0.109687 0.0941616 0.278867 0.0562273 0.232901 0.412025 -0.117855 0.337822 0.347024
1720 0 0 0 0.0556805 0.289905 0.0653337 0.231115 0.413826 -0.118491 0.337922 0.347134
1721 -0.0231257 0.0706122 0.107237 0.0150484 0.295978 0.0740396 0.229097 0.415603 -0.119136 0.338019 0.347226
1722 0 0.164686 0.212873 -0.022708 0.296925 0.082333 0.226847 0.417357 -0.11979 0.338113 0.347292
1723 0.0399164 0.128169 0.284281 -0.0527855 0.292765 0.090216 0.224371 0.419087 -0.120452 0.338203 0.347318
1724 0 0 0.292284 -0.0711317 0.283716 0.0977069 0.221671 0.420792 -0.121123 0.33829 0.347303
1725 0.000369749 -0.195379 0.234584 -0.0750104 0.270224 0.104842 0.218753 0.422473 -0.121802 0.338373 0.347251
1726 0 -0.38111 0.139923 -0.0636049 0.252979 0.111676 0.215619 0.424129 -0.12249 0.338454 0.347179
1727 0.000540738 -0.264633 0.0529802 -0.0386601 0.232942 0.118286 0.212276 0.425759 -0.123185 0.33853 0.347115
1728 -0 0 0 -0.00516206 0.211363 0.124773 0.208728 0.427365 -0.123889 0.338604 0.347056
1729 -0.452464 0.298078 -0.041973 0.0303965 0.189414 0.131249 0.204982 0.428945 -0.124601 0.338673 0.34698
1730 0 0.488806 -0.0790814 0.0671919 0.166992 0.137786 0.201043 0.430499 -0.125321 0.33874 0.346902
1731 0.360211 0.291926 -0.0997894 0.103913 0.143889 0.144432 0.196918 0.432028 -0.126049 0.338803 0.346787
1732 -0 -0 -0.0963676 0.137623 0.120137 0.15122 0.192614 0.43353 -0.126784 0.338862 0.346641
1733 -0.402494 -0.248884 -0.0712831 0.164827 0.0959522 0.158168 0.188139 0.435007 -0.127527 0.338918 0.346485
1734 0 -0.350206 -0.0372374 0.182327 0.0716944 0.165285 0.183499 0.436456 -0.128277 0.338971 0.346338
1735 0.366379 -0.173825 -0.0108515 0.187852 0.0478191 0.172569 0.178703 0.43788 -0.129035 0.33902 0.346188
1736 0 0 0 0.180474 0.0248398 0.180008 0.173758 0.439277 -0.1298 0.339066 0.346002
1737 -0.203179 0.166142 0.0102181 0.160802 0.00329296 0.18758 0.168674 0.440647 -0.130572 0.339108 0.345803
1738 0 0.325467 0.0337359 0.130963 -0.0162937 0.19526 0.16346 0.44199 -0.131351 0.339147 0.345601
1739 0.0625337 0.226706 0.0635256 0.094359 -0.0334278 0.203013 0.158124 0.443307 -0.132136 0.339182 0.34537
1740 0 0 0.0850924 0.0552092 -0.047676 0.210801 0.152676 0.444597 -0.132929 0.339214 0.345122
1741 0.270296 -0.114837 0.0875311 0.0178727 -0.0586828 0.218581 0.147125 0.44586 -0.133728 0.339242 0.344882
1742 0 0.0347663 0.0689733 -0.0140474 -0.0661855 0.226309 0.141481 0.447095 -0.134534 0.339267 0.344645
1743 -0.333818 0.156801 0.0364259 -0.0388178 -0.0700259 0.233934 0.135755 0.448304 -0.135346 0.339288 0.344406
1744 0 0 0 -0.0579075 -0.0701569 0.241408 0.129956 0.449487 -0.136164 0.339306 0.344162
1745 0.167967 -0.156579 -0.0496879 -0.0744823 -0.0666458 0.24868 0.124095 0.450642 -0.136988 0.33932 0.343912
1746 0 -0.0340523 -0.142278 -0.0846706 -0.0596733 0.2557 0.118183 0.45177 -0.137819 0.339331 0.343667
1747 0.169107 0.115477 -0.249938 -0.0850914 -0.0495286 0.262416 0.112229 0.452872 -0.138655 0.339338 0.34343
1748 0 0 -0.321142 -0.0749789 -0.0366007 0.268782 0.106246 0.453947 -0.139497 0.339342 0.34318
1749 -0.00923891 -0.179313 -0.320157 -0.0555112 -0.0213649 0.274748 0.100243 0.454995 -0.140344 0.339342 0.342946
1750 0 -0.171507 -0.245351 -0.0292036 -0.00436628 0.280272 0.0942314 0.456017 -0.141198 0.339338 0.342738
1751 -0.0418144 -0.0277013 -0.126349 0.000634619 0.0138013 0.285311 0.0882222 0.457012 -0.142056 0.339331 0.342542
1752 0 0 0 0.0303774 0.0325204 0.289827 0.0822262 0.457982 -0.14292 0.339321 0.342332
1753 -0.324483 0.00297418 0.115 0.0564966 0.0511789 0.293784 0.0762541 0.458925 -0.143789 0.339307 0.342096
1754 0 0.0918821 0.182621 0.0759107 0.069203 0.297153 0.0703168 0.459843 -0.144663 0.339289 0.341851
1755 0.315021 0.10793 0.181177 0.0862706 0.0860941 0.299907 0.0644248 0.460735 -0.145542 0.339268 0.341565
1756 0 0 0.119143 0.0861797 0.10147 0.302024 0.0585887 0.461601 -0.146425 0.339243 0.341223
1757 -0.345649 -0.0812393 0.0303267 0.0753506 0.11511 0.303488 0.0528189 0.462443 -0.147313 0.339214 0.340854
1758 0 -0.00593333 -0.0388112 0.0546972 0.127005 0.304286 0.0471255 0.46326 -0.148206 0.339182 0.34049
1759 0.0312144 0.0740776 -0.0496905 0.0263617 0.137407 0.304412 0.0415185 0.464052 -0.149103 0.339146 0.340115
1760 0 0 0 -0.00632126 0.14689 0.303864 0.0360075 0.46482 -0.150004 0.339107 0.339726
1761 0.17614 -0.193392 0.0763685 -0.0407475 0.15595 0.302646 0.0306021 0.465564 -0.15091 0.339064 0.339327
1762 -0 -0.378273 0.186272 -0.0795826 0.163652 0.300767 0.0253112 0.466285 -0.151819 0.339018 0.338913
1763 -0.231451 -0.263196 0.296374 -0.124058 0.168963 0.298241 0.0201435 0.466982 -0.152732 0.338968 0.338499
1764 0 0 0.3557 -0.172974 0.171171 0.295088 0.0151074 0.467657 -0.153649 0.338914 0.338074
1765 0.408428 0.277766 0.335067 -0.223686 0.169844 0.291331 0.0102108 0.46831 -0.15457 0.338857 0.337618
1766 0 0.42519 0.243069 -0.272938 0.164794 0.287 0.005461 0.46894 -0.155494 0.338796 0.337107
1767 -0.194883 0.235452 0.118611 -0.317531 0.156043 0.282127 0.000864905 0.46955 -0.156421 0.338731 0.336558
1768 0 0 0 -0.354835 0.143789 0.27675 -0.00357117 0.470138 -0.157352 0.338663 0.336006
1769 0.194598 -0.227957 -0.120626 -0.38314 0.128375 0.27091 -0.00784151 0.470706 -0.158285 0.338591 0.335447
1770 -0 -0.401055 -0.254208 -0.401845 0.11026 0.264652 -0.011941 0.471255 -0.159222 0.338516 0.334877
1771 -0.464066 -0.256129 -0.359747 -0.41149 0.0899909 0.258025 -0.0158654 0.471784 -0.160161 0.338437 0.334325
1772 0 0 -0.391571 -0.413629 0.0681774 0.251077 -0.0196109 0.472294 -0.161103 0.338354 0.333812
1773 0.268383 0.208173 -0.335373 -0.410536 0.0454684 0.243862 -0.0231746 0.472787 -0.162047 0.338268 0.333311
1774 0 0.246629 -0.21843 -0.404764 0.0225296 0.236434 -0.0265546 0.473262 -0.162994 0.338178 0.332799
1775 -0.208255 0.0895168 -0.0940162 -0.398531 2.36996e-05 0.228847 -0.0297495 0.47372 -0.163943 0.338084 0.332277
1776 0 0 0 -0.392953 -0.0214081 0.221156 -0.0327592 0.474162 -0.164895 0.337987 0.331761
1777 0.0806544 -0.0410592 0.0912244 -0.386972 -0.0411621 0.213415 -0.0355844 0.474589 -0.165848 0.337886 0.331249
1778 0 -0.09059 0.202999 -0.377707 -0.0586871 0.205679 -0.0382266 0.475002 -0.166803 0.337781 0.330745
1779 -0.105887 -0.0682858 0.301184 -0.363345 -0.0734967 0.197997 -0.0406888 0.4754 -0.16776 0.337673 0.330252
1780 0 0 0.341879 -0.343379 -0.0851804 0.190417 -0.0429746 0.475786 -0.168718 0.337561 0.329765
1781 -0.0486938 0.0474904 0.305722 -0.318296 -0.0934123 0.182986 -0.0450893 0.47616 -0.169678 0.337445 0.329271
1782 0 0.0236263 0.20966 -0.28929 -0.0979585 0.175741 -0.0470391 0.476522 -0.170639 0.337326 0.328773
1783 0.0984702 -0.0189727 0.0961789 -0.258004 -0.0986825 0.168717 -0.0488314 0.476874 -0.171601 0.337203 0.328283
1784 0 0 0 -0.226293 -0.0955482 0.161941 -0.0504751 0.477216 -0.172565 0.337076 0.327808
1785 -0.0547896 -0.0294141 -0.0780973 -0.196021 -0.088622 0.155433 -0.0519805 0.47755 -0.173529 0.336946 0.327344
1786 0 -0.179438 -0.109716 -0.168873 -0.0780722 0.149203 -0.0533593 0.477876 -0.174494 0.336812 0.326892
1787 -0.0196561 -0.187173 -0.0842942 -0.146198 -0.064167 0.143252 -0.0546245 0.478195 -0.17546 0.336674 0.326466
1788 0 0 -0.0200448 -0.128879 -0.0472708 0.137569 -0.055791 0.478509 -0.176426 0.336533 0.326065
1789 0.0705149 0.226638 0.0487105 -0.117227 -0.027838 0.13213 -0.056875 0.478819 -0.177393 0.336388 0.325672
1790 0 0.30652 0.0855208 -0.110897 -0.00640562 0.126898 -0.0578946 0.479125 -0.178359 0.336239 0.325259
1791 0.117817 0.143341 0.0671096 -0.108835 0.0164162 0.121821 -0.0588694 0.479429 -0.179326 0.336086 0.324821
1792 0 -0 0 -0.109249 0.0399556 0.116829 -0.0598211 0.479731 -0.180293 0.33593 0.324367
1793 0.142064 -0.146492 -0.086361 -0.10988 0.0635281 0.111834 -0.0607668 0.480034 -0.18126 0.335771 0.323909
1794 0 -0.316667 -0.191931 -0.109221 0.0865846 0.106737 -0.0617012 0.480338 -0.182226 0.335607 0.323436
1795 0.130884 -0.235735 -0.284464 -0.106352 0.108658 0.101451 -0.0626138 0.480646 -0.183192 0.33544 0.322983
1796 0 0 -0.32261 -0.100743 0.129342 0.0959051 -0.0634946 0.480959 -0.184157 0.335269 0.322541
1797 -0.390969 0.195055 -0.288237 -0.0922355 0.148289 0.0900444 -0.0643347 0.48128 -0.185122 0.335095 0.322101
1798 0 0.185674 -0.197469 -0.0810074 0.165221 0.0838271 -0.0651256 0.481608 -0.186086 0.334916 0.321667
1799 -0.0938464 0.029059 -0.09048 -0.0675288 0.179925 0.0772244 -0.0658597 0.481946 -0.187049 0.334734 0.321211
1800 0 0 0 -0.0525041 0.192258 0.0702191 -0.06653 0.482295 -0.18801 0.334549 0.320754
1801 0.392379 0.0746272 0.0742109 -0.0368026 0.202144 0.0628045 -0.0671301 0.482656 -0.188971 0.33436 0.320297
1802 0 0.148209 0.107543 -0.0213771 0.209577 0.0549836 -0.0676544 0.48303 -0.18993 0.334167 0.319806
